Id,SalePrice
1596,238483.02
1597,194126.22
1598,202291.0
1599,171752.06
1600,176640.69
1601,59347.38
1602,107808.92
1603,80160.27
1604,250956.73
1605,250790.7
1606,161919.56
1607,180405.86
1608,202701.38
1609,192267.36
1610,146291.47
1611,132869.9
1612,167677.78
1613,157266.83
1614,120212.32
1615,83719.33
1616,66426.055
1617,89323.305
1618,130971.48
1619,139200.27
1620,164851.8
1621,142877.3
1622,137177.62
1623,285088.66
1624,208860.75
1625,136516.1
1626,161026.1
1627,190303.4
1628,255887.88
1629,185118.03
1630,379703.88
1631,223002.14
1632,246381.31
1633,162404.23
1634,186070.62
1635,179579.86
1636,153135.92
1637,196353.83
1638,212371.89
1639,175903.55
1640,274176.22
1641,181630.86
1642,207007.23
1643,230212.23
1644,232594.27
1645,181868.16
1646,152726.23
1647,166930.28
1648,129562.945
1649,139675.8
1650,126757.19
1651,127134.305
1652,96334.07
1653,88316.34
1654,157333.73
1655,157337.94
1656,147034.73
1657,157764.36
1658,144456.47
1659,140737.45
1660,147543.5
1661,443299.47
1662,427172.38
1663,420801.66
1664,504232.44
1665,301584.1
1666,321515.94
1667,394535.97
1668,327533.2
1669,291305.44
1670,374688.72
1671,252421.64
1672,495298.1
1673,291810.38
1674,243299.19
1675,174350.48
1676,177638.4
1677,213369.06
1678,517107.88
1679,361085.22
1680,353048.16
1681,251858.48
1682,301711.53
1683,170817.39
1684,173497.77
1685,170130.98
1686,166505.61
1687,159561.02
1688,190161.89
1689,191869.52
1690,199112.23
1691,177819.27
1692,275930.8
1693,162663.55
1694,182285.77
1695,159676.86
1696,281289.9
1697,160616.75
1698,369303.84
1699,292368.88
1700,242626.3
1701,286992.16
1702,262983.1
1703,256701.55
1704,285229.25
1705,238913.94
1706,446856.84
1707,220625.95
1708,197525.61
1709,281349.2
1710,221869.36
1711,257794.5
1712,274401.2
1713,247836.28
1714,224713.44
1715,204543.83
1716,200073.28
1717,186743.48
1718,138461.75
1719,199211.56
1720,242818.2
1721,177967.7
1722,129564.68
1723,157705.39
1724,212524.86
1725,229542.94
1726,176080.95
1727,144058.88
1728,186742.78
1729,160045.5
1730,161956.62
1731,116141.13
1732,135545.6
1733,122448.695
1734,126283.96
1735,135111.95
1736,112451.32
1737,331920.34
1738,220479.77
1739,236928.81
1740,199914.8
1741,183175.73
1742,174936.75
1743,179687.11
1744,299065.66
1745,217078.31
1746,190119.83
1747,215844.88
1748,211602.84
1749,146410.25
1750,139208.62
1751,241299.23
1752,117809.32
1753,146432.6
1754,220927.67
1755,166173.11
1756,125666.92
1757,121667.86
1758,135103.06
1759,171418.1
1760,158152.7
1761,146339.61
1762,164603.11
1763,171751.73
1764,112973.625
1765,171860.38
1766,167498.45
1767,212450.08
1768,145072.48
1769,185595.48
1770,147582.2
1771,136362.42
1772,130002.45
1773,131006.336
1774,140546.06
1775,143113.08
1776,122176.445
1777,113320.1
1778,136552.42
1779,117444.97
1780,185307.73
1781,135070.86
1782,95018.17
1783,145057.81
1784,97646.49
1785,120023.31
1786,133722.89
1787,161059.11
1788,52402.906
1789,106244.55
1790,73454.89
1791,196501.06
1792,151376.23
1793,123735.16
1794,150911.08
1795,138847.98
1796,112689.87
1797,130650.87
1798,127854.836
1799,110472.84
1800,130344.59
1801,137512.16
1802,160664.39
1803,149243.84
1804,143543.23
1805,135207.6
1806,118248.984
1807,124797.12
1808,127208.89
1809,119911.76
1810,142418.84
1811,101795.45
1812,102496.44
1813,123644.21
1814,92906.35
1815,51645.51
1816,94807.55
1817,106374.11
1818,139929.92
1819,122894.305
1820,54094.926
1821,119288.42
1822,148126.62
1823,50481.004
1824,145054.5
1825,133698.4
1826,88353.16
1827,110715.32
1828,135834.55
1829,114754.336
1830,136544.61
1831,174097.44
1832,101513.24
1833,137614.62
1834,112690.836
1835,130999.336
1836,139117.98
1837,90032.555
1838,118857.59
1839,86031.984
1840,145254.53
1841,145706.97
1842,77242.82
1843,138091.98
1844,125086.06
1845,136313.66
1846,146396.98
1847,154167.22
1848,53580.926
1849,117070.46
1850,124256.88
1851,161472.83
1852,135711.8
1853,132612.8
1854,173786.9
1855,140392.14
1856,227431.47
1857,165471.44
1858,148541.39
1859,129481.55
1860,147500.88
1861,129481.55
1862,327743.16
1863,316198.2
1864,316198.2
1865,328206.38
1866,337217.12
1867,234600.58
1868,323332.88
1869,202488.06
1870,234622.28
1871,250176.53
1872,165515.47
1873,235597.86
1874,146041.12
1875,208312.11
1876,187354.27
1877,213643.55
1878,209534.08
1879,137346.36
1880,136321.2
1881,243011.86
1882,265240.9
1883,192532.86
1884,205719.95
1885,252436.56
1886,320245.34
1887,201952.7
1888,269727.38
1889,160095.88
1890,130055.28
1891,136986.89
1892,107498.766
1893,127714.56
1894,134805.5
1895,143311.94
1896,129236.664
1897,101562.05
1898,106534.414
1899,139710.7
1900,135050.11
1901,160332.86
1902,131713.62
1903,197892.72
1904,137340.08
1905,178708.73
1906,166399.4
1907,195718.56
1908,102814.32
1909,130045.61
1910,111114.625
1911,204245.02
1912,324700.84
1913,146370.19
1914,67580.49
1915,306243.06
1916,74403.445
1917,277255.25
1918,141529.55
1919,164965.66
1920,161391.53
1921,432921.84
1922,348954.3
1923,212955.78
1924,204558.66
1925,207517.2
1926,419058.38
1927,136024.98
1928,149751.25
1929,127492.72
1930,131718.16
1931,149285.97
1932,148912.72
1933,169704.16
1934,175854.9
1935,169575.86
1936,188435.86
1937,182294.97
1938,155714.88
1939,237126.14
1940,177485.67
1941,172933.81
1942,183576.73
1943,190182.75
1944,330679.9
1945,357818.7
1946,116499.664
1947,280483.6
1948,168831.17
1949,223962.28
1950,197458.75
1951,266718.72
1952,219932.08
1953,165673.39
1954,189837.19
1955,137056.16
1956,285314.4
1957,145446.1
1958,328596.0
1959,148866.86
1960,115830.31
1961,118506.945
1962,94095.41
1963,98806.56
1964,109306.336
1965,149821.97
1966,157909.77
1967,299881.9
1968,445980.25
1969,393727.47
1970,493504.5
1971,431758.72
1972,406820.84
1973,252031.47
1974,318010.56
1975,461759.28
1976,263673.72
1977,373977.6
1978,357123.6
1979,334043.2
1980,190652.9
1981,368222.1
1982,211069.75
1983,194843.44
1984,168451.77
1985,204183.66
1986,217457.9
1987,178253.75
1988,171718.66
1989,191386.88
1990,215893.45
1991,237425.97
1992,215035.56
1993,162880.1
1994,245262.6
1995,191293.27
1996,254971.22
1997,308858.75
1998,341477.28
1999,260284.39
2000,301040.4
2001,243942.52
2002,245152.69
2003,254994.08
2004,273092.47
2005,228410.9
2006,225198.08
2007,240768.94
2008,219611.81
2009,185036.12
2010,198009.58
2011,147296.2
2012,179423.92
2013,179863.19
2014,182405.58
2015,209524.89
2016,189049.66
2017,198889.61
2018,113144.305
2019,137978.5
2020,120912.766
2021,120617.12
2022,173493.3
2023,136129.45
2024,211975.5
2025,350850.34
2026,171826.12
2027,147032.5
2028,157500.67
2029,169164.95
2030,265320.6
2031,234325.33
2032,248720.88
2033,258137.69
2034,164546.61
2035,210940.56
2036,212811.03
2037,208223.33
2038,280832.34
2039,230205.0
2040,297309.94
2041,281465.12
2042,196277.81
2043,165207.95
2044,161996.78
2045,226432.05
2046,147892.73
2047,145316.33
2048,143219.84
2049,146435.25
2050,203914.14
2051,97000.97
2052,130131.83
2053,147637.95
2054,68729.234
2055,161641.53
2056,133893.64
2057,119886.6
2058,239881.05
2059,131164.22
2060,172768.97
2061,183963.17
2062,131038.32
2063,109302.79
2064,145847.94
2065,131901.3
2066,159833.17
2067,113150.34
2068,154788.19
2069,92739.484
2070,120757.42
2071,90614.42
2072,129522.305
2073,128797.9
2074,195302.77
2075,157749.0
2076,125314.71
2077,150927.2
2078,130356.16
2079,140578.64
2080,123320.25
2081,128890.914
2082,136434.61
2083,152340.61
2084,116321.93
2085,120031.664
2086,129760.055
2087,121445.75
2088,106128.086
2089,73941.33
2090,128042.87
2091,118566.75
2092,126074.46
2093,108025.36
2094,119422.97
2095,147521.42
2096,79277.625
2097,91326.945
2098,146498.39
2099,53704.934
2100,92533.64
2101,126331.9
2102,129409.58
2103,99866.164
2104,136020.58
2105,124039.39
2106,65678.97
2107,228057.86
2108,112780.61
2109,116869.89
2110,122896.88
2111,152593.75
2112,136512.7
2113,115594.49
2114,104556.984
2115,156664.9
2116,112169.734
2117,159431.88
2118,116248.516
2119,104572.836
2120,104662.63
2121,99502.34
2122,92407.53
2123,93787.04
2124,158288.06
2125,140186.9
2126,140954.53
2127,169631.98
2128,124164.016
2129,100665.45
2130,151550.58
2131,143837.31
2132,113002.28
2133,119378.1
2134,113201.83
2135,88813.99
2136,71865.555
2137,122594.64
2138,142506.61
2139,148140.33
2140,142426.84
2141,139738.95
2142,125560.91
2143,136585.77
2144,109929.18
2145,136987.94
2146,162964.47
2147,135909.45
2148,128350.59
2149,147759.94
2150,225786.66
2151,115781.5
2152,170407.36
2153,159864.12
2154,117179.37
2155,151002.8
2156,241423.77
2157,231670.23
2158,234093.7
2159,201500.42
2160,177839.27
2161,239745.66
2162,415091.22
2163,355865.3
2164,251688.0
2165,186026.44
2166,152050.61
2167,215040.48
2168,188534.38
2169,201584.61
2170,218850.58
2171,153663.02
2172,137753.14
2173,161041.45
2174,233611.77
2175,326181.9
2176,313241.22
2177,247924.92
2178,215473.03
2179,142784.25
2180,243159.77
2181,192767.3
2182,236140.64
2183,190311.75
2184,130090.38
2185,125713.31
2186,146232.33
2187,147806.58
2188,154754.67
2189,225713.03
2190,90927.62
2191,90927.62
2192,99329.41
2193,104513.62
2194,102451.29
2195,113322.59
2196,104942.28
2197,121423.4
2198,170586.38
2199,177929.19
2200,131248.19
2201,148001.38
2202,200765.77
2203,125729.62
2204,168781.27
2205,101689.11
2206,130372.94
2207,209487.72
2208,234016.47
2209,191746.22
2210,118047.07
2211,116970.13
2212,121921.42
2213,105237.04
2214,132510.4
2215,102472.49
2216,158198.56
2217,77212.33
2218,77817.17
2219,81128.234
2220,53199.863
2221,306243.06
2222,246944.47
2223,291781.44
2224,209631.81
2225,129495.125
2226,187565.77
2227,215756.8
2228,264326.28
2229,260233.02
2230,146291.47
2231,217189.31
2232,172308.4
2233,168816.36
2234,243471.17
2235,220280.94
2236,261077.44
2237,350538.62
2238,202178.75
2239,128398.22
2240,163082.94
2241,167719.36
2242,130388.85
2243,129704.13
2244,104978.02
2245,93628.68
2246,150219.84
2247,105018.67
2248,129484.14
2249,127524.336
2250,137063.2
2251,116079.79
2252,173180.38
2253,141122.8
2254,170169.77
2255,194322.73
2256,188334.17
2257,201835.84
2258,175358.69
2259,171897.58
2260,168438.6
2261,187393.23
2262,201556.34
2263,338789.84
2264,449388.53
2265,181057.73
2266,283250.7
2267,385778.62
2268,410737.16
2269,156166.69
2270,192663.28
2271,234974.28
2272,195198.86
2273,167547.34
2274,171933.48
2275,158942.73
2276,184851.11
2277,188018.16
2278,150794.7
2279,124081.984
2280,129433.766
2281,155192.14
2282,177003.58
2283,102657.46
2284,103688.62
2285,158988.38
2286,125475.44
2287,360321.56
2288,258318.94
2289,390304.47
2290,489844.3
2291,320024.9
2292,426002.78
2293,501870.66
2294,405343.78
2295,463837.2
2296,301722.16
2297,290732.6
2298,302192.4
2299,380833.56
2300,352356.9
2301,290032.22
2302,243147.94
2303,248403.0
2304,250637.44
2305,177249.19
2306,173924.84
2307,175645.22
2308,228115.28
2309,281237.84
2310,200778.22
2311,188678.98
2312,181759.44
2313,170302.25
2314,184038.45
2315,174814.34
2316,175395.48
2317,177249.19
2318,180886.34
2319,182239.0
2320,199881.81
2321,236734.56
2322,171920.53
2323,182192.25
2324,164400.73
2325,209563.45
2326,161674.98
2327,209916.9
2328,231531.75
2329,185761.05
2330,175915.45
2331,360739.66
2332,425973.12
2333,308843.72
2334,249088.33
2335,285717.12
2336,336812.16
2337,217517.23
2338,279113.12
2339,236275.58
2340,419139.9
2341,214704.42
2342,247006.17
2343,227355.36
2344,216787.23
2345,244572.62
2346,212508.44
2347,192768.03
2348,244697.9
2349,172496.16
2350,288579.88
2351,245676.72
2352,237450.88
2353,217673.7
2354,134403.7
2355,152249.11
2356,157705.39
2357,203946.62
2358,190821.89
2359,132189.94
2360,118873.69
2361,140693.17
2362,273162.0
2363,132341.3
2364,163441.67
2365,209505.31
2366,193060.56
2367,234628.77
2368,207112.88
2369,222813.58
2370,168283.33
2371,168055.44
2372,187674.02
2373,279503.62
2374,326244.12
2375,265326.7
2376,283814.47
2377,374290.16
2378,135574.81
2379,175187.19
2380,141939.66
2381,165378.83
2382,205294.86
2383,207446.17
2384,255696.12
2385,157096.84
2386,135920.2
2387,135482.27
2388,107463.51
2389,123761.59
2390,143293.34
2391,140357.73
2392,118643.32
2393,171145.3
2394,138222.02
2395,200677.52
2396,136510.75
2397,210929.7
2398,130013.61
2399,55942.426
2400,47612.844
2401,117990.12
2402,131963.45
2403,146273.48
2404,144021.11
2405,152812.2
2406,146398.25
2407,128832.664
2408,143629.23
2409,121952.48
2410,167702.25
2411,118753.016
2412,153498.1
2413,130102.914
2414,138721.72
2415,143851.72
2416,135135.66
2417,134112.3
2418,127651.49
2419,130251.02
2420,121620.99
2421,157169.22
2422,133230.02
2423,131810.39
2424,167706.73
2425,198847.33
2426,143246.34
2427,132276.06
2428,178573.28
2429,124744.05
2430,132533.4
2431,106197.64
2432,148233.73
2433,140716.66
2434,141407.45
2435,142034.44
2436,98956.695
2437,110482.95
2438,127747.82
2439,102037.76
2440,122730.45
2441,88719.18
2442,97794.58
2443,111378.16
2444,120294.32
2445,76402.64
2446,128845.445
2447,192515.97
2448,143326.16
2449,103404.91
2450,148480.92
2451,118104.61
2452,203689.47
2453,88533.74
2454,115641.69
2455,119499.64
2456,121132.86
2457,126240.13
2458,111726.57
2459,107313.06
2460,120214.84
2461,117068.79
2462,129109.04
2463,117613.43
2464,199898.97
2465,135145.97
2466,111190.1
2467,130616.734
2468,75329.39
2469,77699.414
2470,180124.78
2471,208806.97
2472,164200.95
2473,119136.766
2474,82431.44
2475,219901.25
2476,130335.766
2477,131386.44
2478,148526.52
2479,108358.11
2480,144051.33
2481,118328.74
2482,133292.67
2483,112763.94
2484,120525.48
2485,124747.734
2486,151503.33
2487,194505.55
2488,160849.75
2489,142460.67
2490,143142.56
2491,99303.17
2492,174837.69
2493,144382.92
2494,165478.86
2495,100010.46
2496,243081.64
2497,164237.44
2498,114981.1
2499,101335.56
2500,126086.0
2501,142778.0
2502,149530.9
2503,102013.83
2504,181658.92
2505,223554.06
2506,252486.64
2507,291885.78
2508,252888.84
2509,214050.81
2510,238135.75
2511,176170.47
2512,203861.64
2513,208313.5
2514,230903.75
2515,148852.94
2516,168901.38
2517,139839.47
2518,151029.86
2519,211604.86
2520,211052.64
2521,189702.36
2522,217082.66
2523,128994.58
2524,130650.25
2525,140297.92
2526,136687.53
2527,109753.305
2528,127853.49
2529,131462.14
2530,113921.92
2531,234258.97
2532,228108.11
2533,193429.89
2534,235880.45
2535,336813.1
2536,231843.3
2537,226543.08
2538,185460.31
2539,197573.47
2540,163411.12
2541,188828.58
2542,162243.55
2543,133521.42
2544,134601.38
2545,134575.95
2546,132065.31
2547,135421.17
2548,153486.1
2549,155486.8
2550,667172.44
2551,137651.64
2552,127259.734
2553,84745.37
2554,117083.86
2555,115940.83
2556,100963.984
2557,119659.18
2558,159083.16
2559,125744.37
2560,133932.84
2561,136559.58
2562,129364.414
2563,143798.36
2564,176081.62
2565,119661.92
2566,140537.62
2567,123808.81
2568,170058.31
2569,190210.5
2570,116879.03
2571,183941.6
2572,167192.36
2573,218117.56
2574,260261.55
2575,130789.125
2576,126881.16
2577,159119.28
2578,85568.94
2579,62645.316
2580,122026.234
2581,118343.3
2582,118097.516
2583,257814.17
2584,160459.36
2585,163201.8
2586,209488.12
2587,205828.86
2588,150690.62
2589,149196.03
2590,213332.64
2591,206913.1
2592,210798.6
2593,250979.48
2594,185203.31
2595,209700.0
2596,297432.2
2597,187885.33
2598,275578.97
2599,314766.97
2600,167169.88
2601,141087.39
2602,82653.9
2603,94243.41
2604,81546.016
2605,72886.805
2606,143374.14
2607,182567.25
2608,214404.45
2609,159417.28
2610,115213.03
2611,153664.05
2612,159220.06
2613,138520.52
2614,127068.0
2615,155672.86
2616,136523.64
2617,183906.88
2618,191292.72
2619,192195.86
2620,181091.75
2621,180465.06
2622,176704.72
2623,263986.97
2624,279666.53
2625,323208.3
2626,166093.73
2627,176384.14
2628,440113.2
2629,486322.1
2630,359616.44
2631,470195.8
2632,415930.1
2633,295058.72
2634,406384.6
2635,152840.47
2636,177771.78
2637,176002.55
2638,241678.31
2639,183213.81
2640,153811.69
2641,101158.28
2642,184158.02
2643,97700.15
2644,119076.336
2645,106570.086
2646,99786.195
2647,102559.9
2648,142548.33
2649,137089.36
2650,150092.97
2651,138786.3
2652,428690.97
2653,249207.61
2654,235681.45
2655,386634.6
2656,311835.6
2657,361040.8
2658,308827.53
2659,303219.25
2660,329796.5
2661,342405.34
2662,349170.34
2663,281787.7
2664,265633.78
2665,315913.97
2666,291748.6
2667,159243.0
2668,189068.23
2669,166976.61
2670,280949.16
2671,192872.11
2672,187865.98
2673,211177.67
2674,209267.88
2675,174461.77
2676,190348.78
2677,196490.2
2678,256454.9
2679,274237.94
2680,278984.3
2681,432300.94
2682,336149.2
2683,503588.0
2684,309707.9
2685,349052.5
2686,284765.03
2687,322131.6
2688,227279.05
2689,206742.08
2690,489813.47
2691,174129.81
2692,131809.25
2693,191348.0
2694,138060.64
2695,192849.5
2696,188528.08
2697,186600.72
2698,189694.03
2699,161326.14
2700,152818.75
2701,154837.64
2702,115361.79
2703,130320.6
2704,140734.64
2705,119223.83
2706,116835.91
2707,129367.125
2708,137021.9
2709,117218.04
2710,126945.06
2711,239958.84
2712,395739.22
2713,168544.66
2714,149061.9
2715,177711.78
2716,137604.9
2717,168291.67
2718,224802.39
2719,158822.28
2720,173007.55
2721,132205.31
2722,160140.47
2723,150987.95
2724,131028.32
2725,131158.6
2726,150000.67
2727,177127.86
2728,170300.3
2729,149260.92
2730,146828.89
2731,129172.47
2732,126769.76
2733,156109.95
2734,130899.43
2735,130078.85
2736,138565.7
2737,123069.65
2738,145680.84
2739,161338.6
2740,137398.9
2741,135251.06
2742,147716.95
2743,141002.66
2744,154060.67
2745,148610.25
2746,137671.98
2747,144571.0
2748,117962.555
2749,121828.44
2750,130530.19
2751,136811.16
2752,201035.92
2753,148107.84
2754,215152.9
2755,132534.8
2756,84595.1
2757,72737.65
2758,70884.63
2759,159758.81
2760,120516.28
2761,139496.89
2762,146699.84
2763,175741.73
2764,145990.86
2765,317530.22
2766,148278.56
2767,82031.64
2768,136783.25
2769,129619.42
2770,157002.64
2771,114766.266
2772,110365.22
2773,150075.36
2774,150205.23
2775,125349.016
2776,133982.53
2777,151318.5
2778,105772.72
2779,122227.26
2780,108899.195
2781,99832.64
2782,84426.734
2783,90986.516
2784,128433.36
2785,137216.62
2786,67901.25
2787,125533.01
2788,63564.332
2789,191437.98
2790,94617.95
2791,115236.22
2792,62490.535
2793,171643.5
2794,84531.39
2795,117945.68
2796,95608.375
2797,190226.66
2798,100577.17
2799,115548.75
2800,72528.805
2801,108779.1
2802,136264.27
2803,176092.2
2804,139875.48
2805,103700.28
2806,84778.67
2807,168567.31
2808,140892.84
2809,138567.28
2810,136037.56
2811,148190.34
2812,144377.42
2813,151984.2
2814,152981.64
2815,99540.305
2816,251223.02
2817,139649.16
2818,131621.22
2819,174014.28
2820,126395.53
2821,114134.305
2822,190096.25
2823,310331.16
2824,164654.14
2825,151216.22
2826,134046.06
2827,146461.5
2828,188215.14
2829,187368.39
2830,232536.16
2831,188902.42
2832,247093.11
2833,288966.53
2834,206638.39
2835,214294.08
2836,194591.45
2837,155609.19
2838,151846.14
2839,175635.17
2840,207234.19
2841,208875.28
2842,217699.44
2843,154327.42
2844,155299.48
2845,121108.26
2846,211802.72
2847,190600.9
2848,215009.73
2849,201326.97
2850,286028.72
2851,234215.19
2852,236931.97
2853,236913.22
2854,142687.75
2855,197579.88
2856,201544.81
2857,188990.53
2858,206134.52
2859,125631.695
2860,123395.305
2861,138470.72
2862,192749.28
2863,129266.984
2864,264411.25
2865,140598.34
2866,146562.8
2867,88937.99
2868,100897.56
2869,116207.28
2870,126378.9
2871,90094.13
2872,47338.11
2873,110549.04
2874,144877.4
2875,121722.3
2876,164853.2
2877,148007.73
2878,170387.53
2879,134935.53
2880,106113.31
2881,141728.9
2882,163331.19
2883,191989.6
2884,189295.56
2885,176723.08
2886,214914.61
2887,103827.25
2888,132594.22
2889,58078.13
2890,79642.65
2891,135355.97
2892,56008.14
2893,92826.64
2894,53862.914
2895,280614.16
2896,273964.0
2897,195127.2
2898,154515.92
2899,236845.89
2900,158687.53
2901,196587.48
2902,180469.88
2903,358806.25
2904,347571.0
2905,102899.664
2906,197608.7
2907,108744.04
2908,134927.69
2909,152326.81
2910,78893.27
2911,79063.49
2912,137867.22
2913,87209.13
2914,69279.78
2915,73677.22
2916,87390.21
2917,177073.98
2918,118993.125
2919,216057.4
